Title,Region,Url,Min_price 
Анонсирование имущественного комплекса СУГ,Омская область,auction/5024-anonsirovanie-imushchestvennogo-kompleksa-sug/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>55 408 709 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи 3-х комнатной квартиры, расположенной по адресу: Воронежская область, г. Воронеж, Московский проспект, д.112, кв.459",Воронежская область,auction/4985-anonsirovanie-prodazhi-3-kh-komnatnoi-kvartiry-raspolozhennoi-po-adresu-voronezhskaja-oblast-g/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>3 837 400 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого здания, расположенного по адресу: Москва, ул. Бакунинская, д. 52, стр. 1 и неотделимых улучшений",Москва,auction/4918-anonsirovanie-prodazhi-nezhilogo-zdanija-raspolozhennogo-po-adresu-moskva-ul-bakuninskaja-d-52/,
"Анонсирование продажи здания по адресу: Россия, Тамбовская область, г. Тамбов, ул. Сергеева - Ценского, д. 34",Тамбовская область,auction/4901-anonsirovanie-prodazhi-zdanija-po-adresu-rossija-tambovskaja-oblast-g-tambov-ul-sergeeva-c/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>6 698 333 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи жилого дома (Томская область, Верхнекетский район, р.п. Белый Яр, Южный переулок, д. 3)",Томская область,auction/4880-anonsirovanie-prodazhi-zhilogo-doma-tomskaja-oblast-verkhneketskii-raion-rp-belyi-jar-juzhnyi-p/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>432 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонс продажи 2 (двух) воздушных судов типа ЯК-42Д, находящихся 
по адресу: г. Москва, аэропорт «Остафьево»",Москва,auction/4769-anons-prodazhi-2-dvukh-vozdushnykh-sudov-tipa-jak-42d-nakhodjashchikhsja-po-adresu-g-moskva-aehropor/,
"Анонсирование продажи нежилых помещений, расположенных в здании по адресу: 
Томская область, г. Томск, ул. Карла Маркса, д. 83",Томская область,auction/4729-anonsirovanie-prodazhi-nezhilykh-pomeshchenii-raspolozhennykh-v-zdanii-po-adresu-tomskaja-oblast-g/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>20 010 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи объектов движимого и недвижимого имущества газотурбинной электростанции ГТЭС-4, расположенных по адресу: Свердловская область, г. Арамиль, ул. Клубная, д. 25",Свердловская область,auction/4487-anonsirovanie-prodazhi-obektov-dvizhimogo-i-nedvizhimogo-imushchestva-gazoturbinnoi-ehlektrostancii-g/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>14 000 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания магазина №8 «Умка» и движимого имущества, расположенных по адресу: ЯНАО, Надымский район, п. Пангоды",Ямало-Ненецкий автономный округ,auction/4303-anonsirovanie-prodazhi-zdanija-magazina-no8-umka-i-dvizhimogo-imushchestva-raspolozhennykh-po-adresu/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>2 550 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи
имущественного комплекса, расположенного по адресу: Оренбургская область, город Абдулино, ул. Южная, 2а, находящегося в собственности ООО «ГЭС Оренбург»",Оренбургская область,auction/4274-anonsirovanie-prodazhiimushchestvennogo-kompleksa-raspolozhennogo-po-adresu-orenburgskaja-oblast/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>2 927 400 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого здания - базы газового участка, площадью 128,5 кв.м и земельного участка площадью 251 кв.м",Липецкая область,auction/4184-anonsirovanie-prodazhi-nezhilogo-zdanija-bazy-gazovogo-uchastka-ploshchadju-1285-kvm-i-zemelnogo/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>307 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи гаража на 4 машины, расположенного на территории Республики Беларусь",Республика Беларусь,auction/3943-anonsirovanie-prodazhi-garazha-na-4-mashiny-raspolozhennogo-na-territorii-respubliki-belarus/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>BYN 8 694.00				
				
		
	</dd></dl>"
"Анонсирование продажи квартиры, расположенной по адресу: Ленинградская обл., Волосовский район, д. Бегуницы, д. 26, кв. 75",Ленинградская область,auction/3931-anonsirovanie-prodazhi-kvartiry-raspolozhennoi-po-adresu-leningradskaja-obl-volosovskii-raion/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>2 130 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи магазина, расположенного по адресу: Смоленская область, г. Сафоново, ул. Кирова, д.10Б",Смоленская область,auction/3929-anonsirovanie-prodazhi-magazina-raspolozhennogo-po-adresu-smolenskaja-oblast-g-safonovo-ul/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>600 000 руб. 00 коп.				
				
		
	</dd></dl>"
Анонсирование продажи квартир в городе Ессентуки,Ставропольский край,auction/3907-anonsirovanie-prodazhi-kvartir-v-gorode-essentuki/,"<dl><dt>Минимальная цена лота</dt><dd>2 572 800 руб. 00 коп.</dd><dd class=""more"">(всего лотов — 3)</dd></dl>"
"Анонсирование продажи недвижимости: дом оператора ""Грачевский"", расположенный с.Ямки в Ставропольского края",Ставропольский край,auction/3241-anonsirovanie-prodazhi-nedvizhimosti-dom-operatora-grachevskii-raspolozhennyi-sjamki-v-stavropo/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>250 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи транспортного цеха с административно-бытовым корпусом и зданием-проходной, расположенного по адресу: Томская область, Каргасокский район с. Мыльджино, 1-ый км трассы ""с.Мыльджино - Мыльджинское ГКМ""",Томская область,auction/3226-anonsirovanie-prodazhi-transportnogo-cekha-s-administrativno-bytovym-korpusom-i-zdaniem-prokhodnoi/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>7 285 253 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи административного здания (временной конторы ЭЗСМ), расположенной по адресу: Россия, Ханты-Мансийский Автономный округ-Югра, г. Сургут, поселок Кедровый",Ханты-Мансийский автономный округ – Югра,auction/2966-anonsirovanie-prodazhi-administrativnogo-zdanija-vremennoi-kontory-ehzsm-raspolozhennoi-po-adres/,
"Анонсирование продажи недвижимого имущества: нежилое помещение, общей площадью 528,5 кв.м, расположенное по адресу: 
Российская Федерация, Владимирская область, р-н Александровский, МО поселок Балакирево (городское поселение), п. Балакирево, ул. Заводская, д.10, помещение 2-4 на поэтажном плане 1 этажа",Владимирская область,auction/2953-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-nezhiloe-pomeshchenie-obshchei-ploshchadju-5285-kvm-rasp/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>780 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи торгового центра, расположенного по адресу: Ханты-Мансийский автономный округ-Югра, г. Белоярский, ул. Школьная, д.1А",Ханты-Мансийский автономный округ – Югра,auction/2819-anonsirovanie-prodazhi-torgovogo-centra-raspolozhennogo-po-adresu-khanty-mansiiskii-avtonomnyi-o/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>10 000 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка, расположенного по адресу: Ставропольский край, Изобильненский район, п. Солнечнодольск, ул. Техническая",Ставропольский край,auction/2538-anonsirovanie-prodazhi-zemelnogo-uchastka-raspolozhennogo-po-adresu-stavropolskii-krai-izobil/,
"Анонсирование продажи торгового помещения, находящегося по адресу:Республика Марий Эл, г. Йошкар-Ола, ул. Кремлевская, д. 19",Республика Марий Эл,auction/2502-anonsirovanie-prodazhi-torgovogo-pomeshchenija-nakhodjashchegosja-po-adresurespublika-marii-ehl-g-ioshka/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>4 068 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания цеха фасовки, расположенного по адресу: ХМАО-Югра, г. Белоярский, ул. Молодости, 9, строен 14",Ханты-Мансийский автономный округ – Югра,auction/2423-anonsirovanie-prodazhi-zdanija-cekha-fasovki-raspolozhennogo-po-adresu-khmao-jugra-g-belojarskii/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>3 400 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка, кадастровый номер 68:20:5607029:78; расположенный по адресу:  Тамбовская область, Тамбовский район, Промзона (Бокинская)",Тамбовская область,auction/2411-anonsirovanie-prodazhi-zemelnogo-uchastka-kadastrovyi-nomer-6820560702978-raspolozhennyi-po/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>4 557 840 руб. 82 коп.				
				
		
	</dd></dl>"
"Анонсирование торгов по продаже трансформаторной подстанции общей площадью 10,6 кв.м, расположенной по адресу: Смоленская область, Холм-Жирковский район, п.г.т. Холм-Жирковский, ул. Московская).",Смоленская область,auction/2406-anonsirovanie-torgov-po-prodazhe-transformatornoi-podstancii-obshchei-ploshchadju-106-kvm-raspolozhe/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>283 920 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи помещения - магазина, расположенного по адресу: Смоленская область, Сычевский район, г. Сычевка, ул. Большая пролетарская, д. 6",Смоленская область,auction/2192-anonsirovanie-prodazhi-pomeshchenija-magazina-raspolozhennogo-po-adresu-smolenskaja-oblast-sychev/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>360 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи 1/2 доли жилого дома, расположенного в Калининградской обл., г Краснознаменск, ул. Рябиновая, д. 2, 1/2  доли гаража к жилому к дому, 1/2 и 1/20 долей земельных участков.",Калининградская область,auction/2147-anonsirovanie-prodazhi-12-doli-zhilogo-doma-raspolozhennogo-v-kaliningradskoi-obl-g-krasnoznam/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>3 653 300 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого здания и земельного участка, расположенных по адресу: Белгородская область, пос. Ровеньки, ул. Кирова, д. 14",Белгородская область,auction/2142-anonsirovanie-prodazhi-nezhilogo-zdanija-i-zemelnogo-uchastka-raspolozhennykh-po-adresu-belgorodsk/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>997 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества (квартиры и цокольный этаж г. Кисловодск), находящихся по адресу Ставропольский край, г. Кисловодск, ул. Белинского дом. 14",Ставропольский край,auction/2048-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-kvartiry-i-cokolnyi-ehtazh-g-kislovodsk-nakhodjashchi/,"<dl><dt>Минимальная цена лота</dt><dd>1 263 000 руб. 00 коп.</dd><dd class=""more"">(всего лотов — 8)</dd></dl>"
"Анонсирование продажи здания цеха шлакоблока по адресу: Оренбургская обл., г. Орск, ул. Перегонная, д. 27 ""А""",Оренбургская область,auction/2029-anonsirovanie-prodazhi-zdanija-cekha-shlakobloka-po-adresu-orenburgskaja-obl-g-orsk-ul-peregon/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>724 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания транспортного назначения, площадью: 239,40 кв. м, адрес объекта: Самарская область, Приволжский р-н, пос. Новоспасский",Самарская область,auction/2021-anonsirovanie-prodazhi-zdanija-transportnogo-naznachenija-ploshchadju-23940-kv-m-adres-obekta-s/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>194 400 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка (площадь 41 800 кв.м.), расположенного по адресу: Московская обл., Ленинский р-н, с/о Картинский, в районе дер. Ащерино",Московская область,auction/2020-anonsirovanie-prodazhi-zemelnogo-uchastka-ploshchad-41-800-kvm-raspolozhennogo-po-adresu-mosk/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>181 000 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания магазина, находящегося по адресу: Саратовская область, г. Петровск, ул. Газовиков, д.1",Саратовская область,auction/1905-anonsirovanie-prodazhi-zdanija-magazina-nakhodjashchegosja-po-adresu-saratovskaja-oblast-g-petrovsk/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 817 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи административно-складского комплекса объектов имущества, расположенного по адресу: Россия, Свердловская область, г. Серов, ул. Пристанционная, д.6",Свердловская область,auction/1885-anonsirovanie-prodazhi-administrativno-skladskogo-kompleksa-obektov-imushchestva-raspolozhennogo-p/,
"Анонсирование продажи производственно-складского комплекса ""база ""ЦОР"", расположенного по адресу: Челябинская область, г. Троицк",Челябинская область,auction/1838-anonsirovanie-prodazhi-proizvodstvenno-skladskogo-kompleksa-baza-cor-raspolozhennogo-po-adres/,
"Анонсирование продажи Птичника, расположенного по адресу: Астраханская область, Красноярский р-н, в районе с. Черемуха",Астраханская область,auction/1809-anonsirovanie-prodazhi-ptichnika-raspolozhennogo-po-adresu-astrakhanskaja-oblast-krasnojarskii-r/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>263 500 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи объектов имущества, расположенных по адресу: Ленинградская область, Кировский район, г. Кировск, ул. Набережная, д. 37",Ленинградская область,auction/1698-anonsirovanie-prodazhi-obektov-imushchestva-raspolozhennykh-po-adresu-leningradskaja-oblast-kirov/,
"Анонсирование продажи четырех вертолетов Ка-226, комплексного и процедурного тренажеров (ПТВ и КТВ Ка-226), находящихся по адресу: г. Москва, поселение Рязановское, аэропорт ""Остафьево"" (6 лотов)",Москва,auction/1660-anonsirovanie-prodazhi-chetyrekh-vertoletov-ka-226-kompleksnogo-i-procedurnogo-trenazherov-ptv-i/,
"Анонсирование продажи подъездных автодорог, расположенных по адресу: 
Республика Карелия, г. Петрозаводск – Прионежский район и Тверская область, район Торжокский, с/п Будовское, пос. Победа",Республика Карелия,auction/1623-anonsirovanie-prodazhi-podezdnykh-avtodorog-raspolozhennykh-po-adresu-respublika-karelija-g-p/,"<dl><dt>Минимальная цена лота</dt><dd>1 378 800 руб. 00 коп.</dd><dd class=""more"">(всего лотов — 2)</dd></dl>"
"Анонсирование продажи недвижимого имущества, расположенного по адресу: г. Нижний Новгород, площадь Маркина, 3 и Нижне-Волжская набережная, 16Г",Нижегородская область,auction/1584-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-raspolozhennogo-po-adresu-g-nizhnii-novgorod-ploshch/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>7 537 716 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи объектов имущества, расположенных по адресу: Тюменская обл., ХМАО-ЮГРА, г. Югорск, ул. Остравская, д. 1",Ханты-Мансийский автономный округ – Югра,auction/1348-anonsirovanie-prodazhi-obektov-imushchestva-raspolozhennykh-po-adresu-tjumenskaja-obl-khmao-jugra-g/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>14 690 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи квартиры, расположенной по адресу: г. Санкт-Петербург, ул. Стремянная, д. 15/1, лит. А, кв. 10",Санкт-Петербург,auction/1228-anonsirovanie-prodazhi-kvartiry-raspolozhennoi-po-adresu-g-sankt-peterburg-ul-stremjannaja-d/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>37 491 900 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи складских помещений, инв.№ 10184, 10185, расположенных по адресу: Ярославская область, г. Мышкин",Ярославская область,auction/1120-anonsirovanie-prodazhi-skladskikh-pomeshchenii-invno-10184-10185-raspolozhennykh-po-adresu-jaroslav/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 200 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи 3-х комнатной квартиры, расположенной по адресу: Воронежская область, Острогожский район, г. Острогожск, ул. Прохоренко, д. 118, кв. 32",Воронежская область,auction/1038-anonsirovanie-prodazhi-3-kh-komnatnoi-kvartiry-raspolozhennoi-po-adresu-voronezhskaja-oblast-ost/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 623 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества, расположенного по адресу: Россия, Ростовская область, Морозовский район, г. Морозовск, ул. Ворошилова, 372",Ростовская область,auction/1036-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-raspolozhennogo-po-adresu-rossija-rostovskaja-oblas/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 685 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи 2-х комнатной квартиры, находящейся по адресу: Калужская область, г. Таруса, ул. Миронова, д. 5, кв. 13",Калужская область,auction/899-anonsirovanie-prodazhi-2-kh-komnatnoi-kvartiry-nakhodjashcheisja-po-adresu-kaluzhskaja-oblast-g-tarus/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 470 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания ЖКО, расположенного по адресу: Вологодская область, Грязовецкий район, п. Вохтога, ул. Железнодорожная, д. 85",Вологодская область,auction/892-anonsirovanie-prodazhi-zdanija-zhko-raspolozhennogo-po-adresu-vologodskaja-oblast-grjazoveckii-rai/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>537 726 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания склада, расположенного по адресу: Вологодская область, Нюксенский район, территория Березовского сельсовета, вблизи д. Березовая Слободка",Вологодская область,auction/890-anonsirovanie-prodazhi-zdanija-sklada-raspolozhennogo-po-adresu-vologodskaja-oblast-njuksenskii-r/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>101 008 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи принадлежащего ПАО «Газпром» и ООО «Газпром трансгаз Югорск» комплекса зданий и сооружений, предназначенного для организации погрузочно-разгрузочных работ, расположенный по адресу: ХМАО-Югра, Октябрьский район, пгт. Андра",Ханты-Мансийский автономный округ – Югра,auction/848-anonsirovanie-prodazhi-prinadlezhashchego-pao-gazprom-i-ooo-gazprom-transgaz-jugorsk-kompleksa-zda/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>5 746 740 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нефтепромысловых активов, расположенных по адресу: Свердловская область, Красноуфимский район",Свердловская область,auction/816-anonsirovanie-prodazhi-neftepromyslovykh-aktivov-raspolozhennykh-po-adresu-sverdlovskaja-oblast-k/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>416 622 919 руб. 20 коп.				
				
		
	</dd></dl>"
"объектов производственно-складского назначения, расположенных в Саратовской области",Саратовская область,auction/814-obektov-proizvodstvenno-skladskogo-naznachenija-raspolozhennykh-v-saratovskoi-oblasti/,
"Анонсирование продажи недвижимого имущества, входящего в состав перевалочно-накопительной базы, расположенной в Томской области",Томская область,auction/812-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-vkhodjashchego-v-sostav-perevalochno-nakopitelnoi-bazy/,
"Анонсирование продажи базы отдыха на реке Пур, расположенной по адресу: ЯНАО, г. Новый Уренгой, р-н Коротчаево",Ямало-Ненецкий автономный округ,auction/810-anonsirovanie-prodazhi-bazy-otdykha-na-reke-pur-raspolozhennoi-po-adresu-janao-g-novyi-urengoi/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>44 527 500 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи парковочных мест на паркинге, расположенном по адресу г. Санкт-Петербург, Варшавская ул., д. 9, корп.1, лит.А, пом. 17-Н",Санкт-Петербург,auction/808-anonsirovanie-prodazhi-parkovochnykh-mest-na-parkinge-raspolozhennom-po-adresu-g-sankt-peterburg/,
"Анонсирование продажи жилого дома с объектами движимого имущества и земельным участком, расположенным по адресу: Ленинградская область, г. Шлиссельбург, пер. Усадебный, д. 15",Ленинградская область,auction/803-anonsirovanie-prodazhi-zhilogo-doma-s-obektami-dvizhimogo-imushchestva-i-zemelnym-uchastkom-raspolozh/,
"Анонсирование продажи офисного помещения, расположенного по адресу: г. Санкт-Петербург, Гатчинская ул., д. 31-33, лит. А, пом. 2-Н",Санкт-Петербург,auction/802-anonsirovanie-prodazhi-ofisnogo-pomeshchenija-raspolozhennogo-po-adresu-g-sankt-peterburg-gatchinsk/,
"Анонсирование продажи офисного помещения, расположенного по адресу: г. Санкт-Петербург, Дачный пр., д. 6 корп. 1 лит. А",Санкт-Петербург,auction/799-anonsirovanie-prodazhi-ofisnogo-pomeshchenija-raspolozhennogo-po-adresu-g-sankt-peterburg-dachnyi-p/,
"Анонсирование продажи четырехкомнатной квартиры, расположенной по адресу: Волгоградская область, г. Камышин, мкр. 5, дом 58, кв. 98",Волгоградская область,auction/781-anonsirovanie-prodazhi-chetyrekhkomnatnoi-kvartiry-raspolozhennoi-po-adresu-volgogradskaja-oblast/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>3 004 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи офисного помещения, расположенного по адресу: г. Санкт-Петербург, Гороховая ул., д. 34, лит. А",Санкт-Петербург,auction/761-anonsirovanie-prodazhi-ofisnogo-pomeshchenija-raspolozhennogo-po-adresu-g-sankt-peterburg-gorokhova/,
"Анонсирование продажи административного здания по адресу: Санкт-Петербург, г. Ломоносов, ул. Рубакина, д. 20",Санкт-Петербург,auction/760-anonsirovanie-prodazhi-administrativnogo-zdanija-po-adresu-sankt-peterburg-g-lomonosov-ul-rub/,
"Анонсирование продажи производственной базы (административный корпус, служебно-бытовой корпус, производственный корпус, склад, ангар и здание ТП), расположенной по адресу: Ленинградская область, г. Тосно, Московское шоссе",Ленинградская область,auction/759-anonsirovanie-prodazhi-proizvodstvennoi-bazy-administrativnyi-korpus-sluzhebno-bytovoi-korpus-p/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>105 312 143 руб. 22 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания столовой, расположенного в Курганской области",Курганская область,auction/748-anonsirovanie-prodazhi-zdanija-stolovoi-raspolozhennogo-v-kurganskoi-oblasti/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 245 416 руб. 67 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи жилого дома с пристройкой по адресу: Волгоградская область, Городищенский район, с. Карповка, ул. Полевая, д. 15",Волгоградская область,auction/745-anonsirovanie-prodazhi-zhilogo-doma-s-pristroikoi-po-adresu-volgogradskaja-oblast-gorodishchenskii/,
"Анонсирование продажи комплекса недвижимого имущества (производственная база), находящегося по адресу: Белгородская область, г. Старый Оскол, проспект Комсомольский, д. 6",Белгородская область,auction/714-anonsirovanie-prodazhi-kompleksa-nedvizhimogo-imushchestva-proizvodstvennaja-baza-nakhodjashchegosja-po-a/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>6 570 000 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи турбазы «Голубые огни», находящегося по адресу: Ульяновская область, Чердаклинский район, 19 квартал Красноярского лесничества Ульяновского мехлесхоза",Ульяновская область,auction/712-anonsirovanie-prodazhi-turbazy-golubye-ogni-nakhodjashchegosja-po-adresu-uljanovskaja-oblast-cherda/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>24 600 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества (встроенное нежилое помещение на первом этаже в жилом доме) (Курганская область, г. Курган, ул. 1 Мая, д. 8)",Курганская область,auction/707-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-vstroennoe-nezhiloe-pomeshchenie-na-pervom-ehtazhe-v-zhilo/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>2 459 500 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка, из состава земель сельскохозяйственного назначения, для ведения личного подсобного хозяйства,(Курганская обл., Лебяжьевский район)",Курганская область,auction/706-anonsirovanie-prodazhi-zemelnogo-uchastka-iz-sostava-zemel-selskokhozjaistvennogo-naznachenija-dl/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>245 333 руб. 33 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка, из состава земель сельскохозяйственного назначения, для сельскохозяйственного производства ( Курганская обл., Альменевский район, с. Малышево)",Курганская область,auction/705-anonsirovanie-prodazhi-zemelnogo-uchastka-iz-sostava-zemel-selskokhozjaistvennogo-naznachenija-dl/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>65 025 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи однокомнатной квартиры по адресу: г. Москва, Каширское шоссе, д. 53",Москва,auction/693-anonsirovanie-prodazhi-odnokomnatnoi-kvartiry-po-adresu-g-moskva-kashirskoe-shosse-d-53/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>9 597 500 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи двухкомнатной квартиры по адресу: Московская область, г. Реутов, ул. Победы, д. 14",Московская область,auction/692-anonsirovanie-prodazhi-dvukhkomnatnoi-kvartiry-po-adresu-moskovskaja-oblast-g-reutov-ul-pobed/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>7 012 200 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания по адресу:
Россия, Ростовская область, Песчанокопский район, с. Летник, ул. Мичурина, 55а",Ростовская область,auction/687-anonsirovanie-prodazhi-zdanija-po-adresurossija-rostovskaja-oblast-peschanokopskii-raion-s-le/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>375 200 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи производственной базы, расположенной по адресу: Тамбовская область, г. Уварово, ул. Большая Садовая, напротив жилого дома № 12 по ул. Интернациональной",Тамбовская область,auction/686-anonsirovanie-prodazhi-proizvodstvennoi-bazy-raspolozhennoi-po-adresu-tambovskaja-oblast-g-uva/,
"Анонсирование продажи здания, расположенного по адресу: Тамбовская область, Тамбовский район, с. Горелое, ул. Ленина, д. 157",Тамбовская область,auction/685-anonsirovanie-prodazhi-zdanija-raspolozhennogo-po-adresu-tambovskaja-oblast-tambovskii-raion-s/,
"Анонсирование продажи производственной базы, расположенной по адресу: Тамбовская область, Инжавинский район, р.п. Инжавино, ул. Ленинская",Тамбовская область,auction/684-anonsirovanie-prodazhi-proizvodstvennoi-bazy-raspolozhennoi-po-adresu-tambovskaja-oblast-inzhavi/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 060 418 руб. 73 коп.				
				
		
	</dd></dl>"
